gene_id	gene_name	gene_type	strand	mappability	contig	TSS
ENSG00000253123.3	RP11-527N22.1	processed_transcript	-	0.99561	chr8	37331984
ENSG00000253414.2	RP11-150O12.6	sense_intronic	-	1.0	chr8	37517021
ENSG00000253161.5	LINC01605	lincRNA	-	1.0	chr8	37554183
ENSG00000254290.1	RP11-150O12.3	lincRNA	-	1.0	chr8	37599858
ENSG00000183779.6	ZNF703	protein_coding	+	0.99772	chr8	37695751
ENSG00000147475.14	ERLIN2	protein_coding	+	0.96308	chr8	37736799
ENSG00000183154.1	RP11-863K10.7	antisense	-	1.0	chr8	37737426
ENSG00000233170.4	RP11-863K10.4	processed_pseudogene	-	0.84233	chr8	37748004
ENSG00000147471.11	PROSC	protein_coding	+	0.98277	chr8	37762593
ENSG00000020181.17	ADGRA2	protein_coding	+	1.0	chr8	37784191
ENSG00000104221.12	BRF2	protein_coding	-	1.0	chr8	37849904
ENSG00000156675.15	RAB11FIP1	protein_coding	-	0.94002	chr8	37899467
ENSG00000187840.4	EIF4EBP1	protein_coding	+	0.99871	chr8	38030341
ENSG00000260949.1	KB-1836B5.1	sense_overlapping	+	0.92843	chr8	38062881
ENSG00000272128.1	KB-1836B5.4	lincRNA	+	1.0	chr8	38099471
ENSG00000129691.15	ASH2L	protein_coding	+	0.97968	chr8	38105242
ENSG00000147465.11	STAR	protein_coding	-	0.96304	chr8	38151265
ENSG00000175324.9	LSM1	protein_coding	-	0.99607	chr8	38176532
ENSG00000085788.13	DDHD2	protein_coding	+	0.96405	chr8	38225218
ENSG00000147535.16	PLPP5	protein_coding	-	0.95875	chr8	38269243
ENSG00000255487.1	RP11-513D5.5	antisense	+	1.0	chr8	38275888
ENSG00000147548.16	NSD3	protein_coding	-	0.97676	chr8	38382272
ENSG00000272092.1	RP11-350N15.5	lincRNA	+	1.0	chr8	38382364
ENSG00000165046.12	LETM2	protein_coding	+	0.96071	chr8	38386207
ENSG00000254981.1	RP11-350N15.3	antisense	-	1.0	chr8	38401683
ENSG00000272159.1	RP11-350N15.6	antisense	-	1.0	chr8	38408211
ENSG00000255201.1	RP11-350N15.4	antisense	+	1.0	chr8	38421942
ENSG00000239218.2	RPS20P22	transcribed_processed_pseudogene	-	0.93421	chr8	38435664
ENSG00000077782.19	FGFR1	protein_coding	-	0.9776	chr8	38468834
ENSG00000147526.19	TACC1	protein_coding	+	0.98718	chr8	38728186
ENSG00000207258.1	Y_RNA	misc_RNA	+	1.0	chr8	38744020
ENSG00000169499.14	PLEKHA2	protein_coding	+	0.91245	chr8	38901235
ENSG00000169495.4	HTRA4	protein_coding	+	0.85177	chr8	38974164
ENSG00000169490.16	TM2D2	protein_coding	-	0.97426	chr8	38996824
ENSG00000168615.11	ADAM9	protein_coding	+	1.0	chr8	38996869
ENSG00000197140.14	ADAM32	protein_coding	+	0.90375	chr8	39106990
ENSG00000131203.12	IDO1	protein_coding	+	0.996	chr8	39902275
ENSG00000188676.13	IDO2	protein_coding	+	0.97622	chr8	39934614
ENSG00000253939.1	RP11-44K6.3	antisense	-	0.94865	chr8	39995248
ENSG00000176907.4	C8orf4	protein_coding	+	1.0	chr8	40153455
ENSG00000272479.1	RP11-301G7.1	lincRNA	-	1.0	chr8	40520158
ENSG00000165061.14	ZMAT4	protein_coding	-	0.99962	chr8	40897833
ENSG00000254383.1	RP11-465K16.1	lincRNA	-	1.0	chr8	40901854
ENSG00000104332.11	SFRP1	protein_coding	-	1.0	chr8	41309497
ENSG00000147533.16	GOLGA7	protein_coding	+	0.94477	chr8	41490396
ENSG00000147536.11	GINS4	protein_coding	+	0.88634	chr8	41529206
ENSG00000158669.11	GPAT4	protein_coding	+	0.96502	chr8	41577187
ENSG00000253133.1	RP11-360L9.4	antisense	-	1.0	chr8	41578368
ENSG00000260588.1	RP11-930P14.2	lincRNA	-	0.8999	chr8	41829934
ENSG00000029534.19	ANK1	protein_coding	-	1.0	chr8	41896762
ENSG00000083168.9	KAT6A	protein_coding	-	0.99193	chr8	42051990
ENSG00000271938.1	RP11-589C21.6	lincRNA	-	1.0	chr8	42139752
ENSG00000070718.11	AP3M2	protein_coding	+	0.99155	chr8	42152946
ENSG00000104368.17	PLAT	protein_coding	-	0.98164	chr8	42207724
ENSG00000104365.13	IKBKB	protein_coding	+	0.98584	chr8	42271302
ENSG00000070501.11	POLB	protein_coding	+	0.97421	chr8	42338454
ENSG00000240395.1	RPL5P23	processed_pseudogene	-	0.81462	chr8	42342634
ENSG00000078668.13	VDAC3	protein_coding	+	0.9553	chr8	42391624
ENSG00000254131.1	RP11-1007J8.1	processed_pseudogene	+	1.0	chr8	42484600
ENSG00000254165.1	RP11-503E24.2	antisense	-	1.0	chr8	42538304
ENSG00000168575.9	SLC20A2	protein_coding	-	0.99977	chr8	42541597
ENSG00000176209.11	SMIM19	protein_coding	+	0.95618	chr8	42541712
ENSG00000147434.8	CHRNA6	protein_coding	-	0.99223	chr8	42796392
ENSG00000131931.8	THAP1	protein_coding	-	0.99988	chr8	42843325
ENSG00000168172.8	HOOK3	protein_coding	+	0.90697	chr8	42896932
ENSG00000120925.15	RNF170	protein_coding	-	0.96493	chr8	42897290
ENSG00000168522.12	FNTA	protein_coding	+	0.89213	chr8	43034194
ENSG00000185900.9	POMK	protein_coding	+	0.87803	chr8	43093506
ENSG00000254198.1	RP11-598P20.3	processed_pseudogene	-	1.0	chr8	43126397
ENSG00000165102.14	HGSNAT	protein_coding	+	0.91535	chr8	43140455
ENSG00000255366.1	RP11-1134I14.8	lincRNA	+	0.99835	chr8	47190772
ENSG00000164808.16	SPIDR	protein_coding	+	0.99114	chr8	47260575
ENSG00000253330.1	RP11-697N18.3	processed_pseudogene	-	0.93714	chr8	47512141
ENSG00000269924.1	RP11-697N18.4	sense_intronic	+	1.0	chr8	47527397
ENSG00000221869.4	CEBPD	protein_coding	-	1.0	chr8	47739086
ENSG00000253729.7	PRKDC	protein_coding	-	0.97501	chr8	47960183
ENSG00000104738.16	MCM4	protein_coding	+	0.94953	chr8	47960185
ENSG00000169139.11	UBE2V2	protein_coding	+	0.93416	chr8	48008400
ENSG00000224594.2	RPL29P19	processed_pseudogene	+	0.87459	chr8	48384590
ENSG00000279881.1	RP11-513O13.1	TEC	-	1.0	chr8	48431041
ENSG00000253688.2	RP11-567J20.2	lincRNA	-	1.0	chr8	48556441
ENSG00000233858.4	AC026904.1	lincRNA	+	1.0	chr8	48590401
ENSG00000034239.10	EFCAB1	protein_coding	-	0.98589	chr8	48735311
ENSG00000019549.9	SNAI2	protein_coding	-	0.99755	chr8	48921740
ENSG00000168333.13	C8orf22	protein_coding	+	1.0	chr8	49054311
ENSG00000147485.12	PXDNL	protein_coding	-	1.0	chr8	51809445
ENSG00000272076.1	RP11-11C20.3	lincRNA	-	1.0	chr8	51810681
ENSG00000168300.13	PCMTD1	protein_coding	-	0.80253	chr8	51899186
ENSG00000228801.5	RP11-110G21.1	antisense	+	0.98651	chr8	51899325
ENSG00000272024.1	RP11-546K22.3	lincRNA	+	1.0	chr8	51950284
ENSG00000196711.8	ALKAL1	protein_coding	-	1.0	chr8	52565507
ENSG00000271555.1	CTD-3214K23.1	sense_intronic	+	1.0	chr8	52722903
ENSG00000023287.12	RB1CC1	protein_coding	-	0.99933	chr8	52745843
ENSG00000082556.10	OPRK1	protein_coding	-	0.9717	chr8	53251697
ENSG00000237807.3	RP11-400K9.4	lincRNA	-	0.99531	chr8	53523931
ENSG00000047249.17	ATP6V1H	protein_coding	-	0.99799	chr8	53843558
ENSG00000147509.13	RGS20	protein_coding	+	1.0	chr8	53851808
ENSG00000253667.2	RP11-30L15.4	processed_pseudogene	+	0.99003	chr8	53971231
ENSG00000260955.2	RP11-30L15.6	lincRNA	-	1.0	chr8	54045629
ENSG00000137547.8	MRPL15	protein_coding	+	0.9985	chr8	54135210
ENSG00000164736.5	SOX17	protein_coding	+	1.0	chr8	54457935
ENSG00000206579.8	XKR4	protein_coding	+	0.96434	chr8	55102389
ENSG00000167904.14	TMEM68	protein_coding	-	0.93937	chr8	55773121
ENSG00000137574.10	TGS1	protein_coding	+	0.98997	chr8	55773142
ENSG00000254087.7	LYN	protein_coding	+	0.95416	chr8	55879813
ENSG00000008988.9	RPS20	protein_coding	-	0.82048	chr8	56074581
ENSG00000181690.7	PLAG1	protein_coding	-	0.99738	chr8	56211324
ENSG00000170791.17	CHCHD7	protein_coding	+	0.99697	chr8	56211686
ENSG00000272343.1	RP11-140I16.3	lincRNA	+	1.0	chr8	56222688
ENSG00000170786.12	SDR16C5	protein_coding	-	1.0	chr8	56320776
ENSG00000181195.10	PENK	protein_coding	-	1.0	chr8	56446734
ENSG00000246430.6	LINC00968	lincRNA	-	1.0	chr8	56559823
ENSG00000104331.8	IMPAD1	protein_coding	-	0.97252	chr8	56993844
ENSG00000254139.1	CTD-2339F6.1	lincRNA	+	1.0	chr8	57746149
ENSG00000169122.11	FAM110B	protein_coding	+	0.99977	chr8	57994509
ENSG00000215114.8	UBXN2B	protein_coding	+	0.82123	chr8	58411264
ENSG00000250031.1	RP11-114M5.1	processed_pseudogene	-	0.92627	chr8	58426685
ENSG00000167910.3	CYP7A1	protein_coding	-	0.99198	chr8	58500236
ENSG00000137575.11	SDCBP	protein_coding	+	0.90615	chr8	58552924
ENSG00000035681.7	NSMAF	protein_coding	-	1.0	chr8	58659844
ENSG00000198846.5	TOX	protein_coding	-	1.0	chr8	59119039
ENSG00000167912.5	RP11-25K19.1	antisense	+	1.0	chr8	59119209
ENSG00000178538.9	CA8	protein_coding	-	0.99988	chr8	60281412
ENSG00000251396.6	LINC01301	lincRNA	-	0.99206	chr8	60516795
ENSG00000104388.14	RAB2A	protein_coding	+	0.99948	chr8	60516857
ENSG00000171316.11	CHD7	protein_coding	+	0.99652	chr8	60678778
ENSG00000255397.1	AC022182.2	processed_pseudogene	-	0.87888	chr8	60939871
ENSG00000177182.10	CLVS1	protein_coding	+	0.96268	chr8	61057158
ENSG00000222898.1	RN7SKP97	misc_RNA	-	1.0	chr8	61632012
ENSG00000198363.17	ASPH	protein_coding	-	0.98857	chr8	61714640
ENSG00000274956.2	UG0898H09	lincRNA	+	0.97388	chr8	62977861
ENSG00000137563.11	GGH	protein_coding	-	1.0	chr8	63039171
ENSG00000270673.1	YTHDF3-AS1	lincRNA	-	1.0	chr8	63168442
ENSG00000185728.16	YTHDF3	protein_coding	+	0.99397	chr8	63168553
ENSG00000261542.1	RP11-16E18.3	lincRNA	+	1.0	chr8	63215981
ENSG00000254102.1	RP11-21C4.1	antisense	-	1.0	chr8	64577263
ENSG00000180828.2	BHLHE22	protein_coding	+	0.99829	chr8	64580367
ENSG00000172817.3	CYP7B1	protein_coding	-	1.0	chr8	64798761
ENSG00000254006.5	RP11-1D12.2	lincRNA	-	0.99343	chr8	64817573
ENSG00000272010.1	CTD-3025N20.3	lincRNA	-	1.0	chr8	65592472
ENSG00000104442.9	ARMC1	protein_coding	-	0.93961	chr8	65634217
ENSG00000066855.15	MTFR1	protein_coding	+	0.99039	chr8	65644734
ENSG00000272155.1	RP11-707M3.3	antisense	-	1.0	chr8	65714778
ENSG00000205268.10	PDE7A	protein_coding	-	0.98665	chr8	65842322
ENSG00000272192.1	CTD-2532N20.1	lincRNA	+	1.0	chr8	65842752
ENSG00000147573.16	TRIM55	protein_coding	+	0.99599	chr8	66126896
ENSG00000246145.1	RRS1-AS1	lincRNA	-	0.9859	chr8	66428977
ENSG00000179041.3	RRS1	protein_coding	+	1.0	chr8	66429028
ENSG00000147576.15	ADHFE1	protein_coding	+	1.0	chr8	66432486
ENSG00000169085.11	C8orf46	protein_coding	+	0.98918	chr8	66460003
ENSG00000185697.16	MYBL1	protein_coding	-	0.99928	chr8	66613294
ENSG00000175073.7	VCPIP1	protein_coding	-	0.98437	chr8	66667217
ENSG00000213865.7	C8orf44	protein_coding	+	0.95178	chr8	66667615
ENSG00000104205.12	SGK3	protein_coding	+	0.92078	chr8	66712418
ENSG00000178460.17	MCMDC2	protein_coding	+	0.97027	chr8	66870749
ENSG00000254341.2	SNORD87	snoRNA	-	1.0	chr8	66922555
ENSG00000245910.8	SNHG6	processed_transcript	-	1.0	chr8	66926398
ENSG00000253223.1	RP11-409C19.2	processed_pseudogene	-	0.97575	chr8	66986187
ENSG00000178125.14	PPP1R42	protein_coding	-	1.0	chr8	67028561
ENSG00000104218.14	CSPP1	protein_coding	+	0.99769	chr8	67062426
ENSG00000121022.13	COPS5	protein_coding	-	0.97666	chr8	67083783
ENSG00000250869.2	RP11-453N18.1	unprocessed_pseudogene	-	0.99457	chr8	67135911
ENSG00000066777.8	ARFGEF1	protein_coding	-	0.97455	chr8	67343677
ENSG00000271966.1	RP11-7F18.2	lincRNA	+	1.0	chr8	67343975
ENSG00000046889.18	PREX2	protein_coding	+	0.98093	chr8	67952118
ENSG00000165084.15	C8orf34	protein_coding	+	0.96771	chr8	68330722
ENSG00000248801.6	C8orf34-AS1	antisense	-	0.99697	chr8	68331491
ENSG00000137573.13	SULF1	protein_coding	+	0.99535	chr8	69466624
ENSG00000137571.10	SLCO5A1	protein_coding	-	0.98104	chr8	69835064
ENSG00000140396.12	NCOA2	protein_coding	-	1.0	chr8	70403805
ENSG00000253967.1	RP11-333A23.4	lincRNA	+	0.97511	chr8	70471145
ENSG00000067167.7	TRAM1	protein_coding	-	0.9967	chr8	70608387
ENSG00000246366.6	LACTB2-AS1	antisense	+	0.92128	chr8	70608577
ENSG00000147592.8	LACTB2	protein_coding	-	0.99269	chr8	70669174
ENSG00000221947.7	XKR9	protein_coding	+	0.85799	chr8	70669365
ENSG00000104313.17	EYA1	protein_coding	-	0.99909	chr8	71362232
ENSG00000235531.9	MSC-AS1	antisense	+	0.93886	chr8	71828167
ENSG00000178860.8	MSC	protein_coding	-	1.0	chr8	71844468
ENSG00000253317.1	RP11-142A23.1	lincRNA	+	0.98538	chr8	72196334
ENSG00000272254.1	RP11-531A24.7	antisense	-	1.0	chr8	73043346
ENSG00000253636.1	RP11-531A24.5	antisense	+	0.99042	chr8	73052178
ENSG00000237061.1	RP11-956J14.1	sense_intronic	-	1.0	chr8	73085879
ENSG00000164764.10	SBSPON	protein_coding	-	0.93879	chr8	73124088
ENSG00000274443.4	C8orf89	protein_coding	-	1.0	chr8	73259502
ENSG00000121039.9	RDH10	protein_coding	+	0.95238	chr8	73294612
ENSG00000147604.13	RPL7	protein_coding	-	0.88991	chr8	73295789
ENSG00000250295.6	RDH10-AS1	antisense	-	1.0	chr8	73356461
ENSG00000040341.17	STAU2	protein_coding	-	0.91838	chr8	73747708
ENSG00000104343.19	UBE2W	protein_coding	-	0.93269	chr8	73878910
ENSG00000175606.10	TMEM70	protein_coding	+	0.97388	chr8	73972437
ENSG00000154589.6	LY96	protein_coding	+	1.0	chr8	73991352
ENSG00000254288.1	RP11-6I2.3	lincRNA	+	1.0	chr8	74052340
ENSG00000104369.4	JPH1	protein_coding	-	1.0	chr8	74321328
ENSG00000104381.12	GDAP1	protein_coding	+	0.99782	chr8	74321514
ENSG00000253341.1	RP11-730G20.2	processed_pseudogene	-	0.90795	chr8	74604244
ENSG00000137558.7	PI15	protein_coding	+	1.0	chr8	74824537
ENSG00000121005.8	CRISPLD1	protein_coding	+	0.99959	chr8	74984515
ENSG00000091656.15	ZFHX4	protein_coding	+	0.99558	chr8	76681219
ENSG00000164751.14	PEX2	protein_coding	-	0.94458	chr8	77001044
ENSG00000171033.12	PKIA	protein_coding	+	0.99962	chr8	78516139
ENSG00000254266.5	PKIA-AS1	lincRNA	-	1.0	chr8	78558503
ENSG00000260398.1	RP11-594N15.3	sense_overlapping	+	1.0	chr8	78605952
ENSG00000104427.11	ZC2HC1A	protein_coding	+	0.99623	chr8	78666047
ENSG00000254352.1	RP11-578O24.2	processed_pseudogene	-	1.0	chr8	78724136
ENSG00000104432.13	IL7	protein_coding	-	1.0	chr8	78805523
ENSG00000261618.1	RP11-79H23.3	lincRNA	+	1.0	chr8	78837529
ENSG00000240540.2	RPL3P9	processed_pseudogene	-	0.86806	chr8	79572335
ENSG00000104435.13	STMN2	protein_coding	+	0.99923	chr8	79610814
ENSG00000164683.16	HEY1	protein_coding	-	1.0	chr8	79767863
ENSG00000272138.1	LINC01607	lincRNA	+	1.0	chr8	79768142
ENSG00000249328.2	RP11-26J3.1	lincRNA	-	0.98153	chr8	79871759
ENSG00000272518.1	RP11-26J3.3	sense_intronic	-	0.92353	chr8	79957381
ENSG00000147586.9	MRPS28	protein_coding	-	0.96015	chr8	80030289
ENSG00000272264.1	RP11-92K15.3	lincRNA	-	1.0	chr8	80033300
ENSG00000076554.15	TPD52	protein_coding	-	0.98684	chr8	80231232
ENSG00000251867.3	RP11-48B3.5	antisense	-	1.0	chr8	80485618
ENSG00000205189.11	ZBTB10	protein_coding	+	0.99689	chr8	80485620
ENSG00000254162.1	RP11-48B3.3	lincRNA	-	0.8725	chr8	80539135
ENSG00000260317.1	RP11-48B3.4	lincRNA	+	1.0	chr8	80541300
ENSG00000164684.13	ZNF704	protein_coding	-	0.99434	chr8	80874781
ENSG00000076641.4	PAG1	protein_coding	-	0.97906	chr8	81112068
ENSG00000272425.1	RP11-363E6.4	lincRNA	-	1.0	chr8	81277570
ENSG00000164687.10	FABP5	protein_coding	+	0.80913	chr8	81280377
ENSG00000254027.1	RP11-363E6.3	antisense	-	0.98765	chr8	81281446
ENSG00000147588.6	PMP2	protein_coding	-	0.9935	chr8	81447523
ENSG00000170323.8	FABP4	protein_coding	-	1.0	chr8	81483263
ENSG00000133731.9	IMPA1	protein_coding	-	0.9908	chr8	81686693
ENSG00000253598.1	SLC10A5	protein_coding	-	0.98909	chr8	81696174
ENSG00000280193.1	RP13-923O23.7	TEC	+	0.9845	chr8	81696368
ENSG00000164695.4	CHMP4C	protein_coding	+	0.90507	chr8	81732620
ENSG00000104231.10	ZFAND1	protein_coding	-	0.98267	chr8	81732881
ENSG00000253334.1	RP13-923O23.6	antisense	+	0.92737	chr8	81791823
ENSG00000104497.13	SNX16	protein_coding	-	0.99971	chr8	81842866
ENSG00000254689.1	RP11-354A14.1	lincRNA	+	1.0	chr8	81885377
ENSG00000133739.15	LRRCC1	protein_coding	+	1.0	chr8	85107147
ENSG00000260493.1	RP11-219B4.7	antisense	-	0.96692	chr8	85177062
ENSG00000133740.10	E2F5	protein_coding	+	0.93406	chr8	85177225
ENSG00000176731.11	C8orf59	protein_coding	-	0.95592	chr8	85220421
ENSG00000185015.7	CA13	protein_coding	+	0.93251	chr8	85220587
ENSG00000258256.1	RP11-219B4.5	antisense	-	0.87454	chr8	85245526
ENSG00000164879.6	CA3	protein_coding	+	1.0	chr8	85373436
ENSG00000133742.13	CA1	protein_coding	-	0.99379	chr8	85379014
ENSG00000104267.9	CA2	protein_coding	+	0.99951	chr8	85463852
ENSG00000253549.5	CA3-AS1	antisense	-	1.0	chr8	85464915
ENSG00000147614.3	ATP6V0D2	protein_coding	+	0.88932	chr8	85987323
ENSG00000123124.13	WWP1	protein_coding	+	0.89114	chr8	86342738
ENSG00000254231.1	CTD-2284J15.1	processed_transcript	-	1.0	chr8	86343314
ENSG00000250569.1	NTAN1P2	processed_pseudogene	-	0.96465	chr8	86483002
ENSG00000254088.1	SLC2A3P4	processed_pseudogene	+	0.97435	chr8	86503591
ENSG00000176623.11	RMDN1	protein_coding	-	0.95232	chr8	86514357
ENSG00000085719.12	CPNE3	protein_coding	+	0.9909	chr8	86514427
ENSG00000156103.15	MMP16	protein_coding	-	0.99876	chr8	88328025
ENSG00000251136.8	RP11-37B2.1	lincRNA	-	0.98486	chr8	89757727
ENSG00000104312.7	RIPK2	protein_coding	+	1.0	chr8	89757747
ENSG00000164823.9	OSGIN2	protein_coding	+	1.0	chr8	89901859
ENSG00000104325.6	DECR1	protein_coding	+	0.9889	chr8	90001405
ENSG00000104320.13	NBN	protein_coding	-	0.9998	chr8	90003228
ENSG00000104327.7	CALB1	protein_coding	-	0.93005	chr8	90095475
ENSG00000246792.2	RP11-68L18.1	antisense	+	1.0	chr8	90646441
ENSG00000180694.13	TMEM64	protein_coding	-	0.99013	chr8	90791549
ENSG00000123119.11	NECAB1	protein_coding	+	0.99517	chr8	90791633
ENSG00000253250.2	C8orf88	protein_coding	-	0.99916	chr8	90985257
ENSG00000155099.7	TMEM55A	protein_coding	-	0.99982	chr8	91041064
ENSG00000253738.1	OTUD6B-AS1	antisense	-	1.0	chr8	91070189
ENSG00000155100.10	OTUD6B	protein_coding	+	1.0	chr8	91070196
ENSG00000214954.8	LRRC69	protein_coding	+	0.92471	chr8	91101832
ENSG00000253525.1	CTD-2114J12.1	processed_pseudogene	+	0.81655	chr8	91157285
ENSG00000147606.8	SLC26A7	protein_coding	+	1.0	chr8	91209494
ENSG00000079102.16	RUNX1T1	protein_coding	-	0.99587	chr8	92103286
ENSG00000253177.1	RP11-100L22.1	lincRNA	+	1.0	chr8	92668836
ENSG00000248858.7	FLJ46284	processed_transcript	-	0.99899	chr8	92879502
ENSG00000205133.11	TRIQK	protein_coding	-	0.9895	chr8	93017673
ENSG00000188343.12	FAM92A	protein_coding	+	0.91214	chr8	93698561
ENSG00000246662.6	LINC00535	antisense	-	1.0	chr8	93700433
ENSG00000271971.1	CTD-2006H14.2	antisense	-	1.0	chr8	93716113
ENSG00000253854.1	RP11-10N23.2	antisense	+	0.95582	chr8	93719574
ENSG00000279331.1	RBM12B-AS1	TEC	+	1.0	chr8	93740121
ENSG00000183808.11	RBM12B	protein_coding	-	0.98956	chr8	93741017
ENSG00000164953.15	TMEM67	protein_coding	+	0.95743	chr8	93754844
ENSG00000164951.15	PDP1	protein_coding	+	1.0	chr8	93857807
ENSG00000264448.5	RP3-388N13.5	lincRNA	-	1.0	chr8	93916682
ENSG00000240509.1	RPL34P18	processed_pseudogene	-	0.83183	chr8	93957691
ENSG00000079112.9	CDH17	protein_coding	-	0.93622	chr8	94217303
ENSG00000164949.7	GEM	protein_coding	-	1.0	chr8	94262350
ENSG00000280123.1	RP11-267M23.1	TEC	-	1.0	chr8	94429888
ENSG00000265817.2	FSBP	protein_coding	-	1.0	chr8	94436952
ENSG00000197275.13	RAD54B	protein_coding	-	1.0	chr8	94475109
ENSG00000164944.11	KIAA1429	protein_coding	-	0.98539	chr8	94553529
ENSG00000253704.1	RP11-267M23.4	lincRNA	+	0.99438	chr8	94553722
ENSG00000261437.1	RP11-22C11.2	antisense	-	0.96517	chr8	94639467
ENSG00000104413.15	ESRP1	protein_coding	+	0.98498	chr8	94641074
ENSG00000156162.16	DPY19L4	protein_coding	+	0.88613	chr8	94719703
ENSG00000164941.13	INTS8	protein_coding	+	0.98687	chr8	94813311
ENSG00000272509.1	RP11-347C18.5	antisense	+	1.0	chr8	94884609
ENSG00000156170.12	NDUFAF6	protein_coding	+	0.98409	chr8	94895767
ENSG00000175305.17	CCNE2	protein_coding	-	1.0	chr8	94896678
ENSG00000164938.13	TP53INP1	protein_coding	-	0.99995	chr8	94949411
ENSG00000253878.5	RP11-347C18.3	sense_intronic	+	1.0	chr8	94950037
ENSG00000175895.3	PLEKHF2	protein_coding	+	1.0	chr8	95133804
ENSG00000156172.5	C8orf37	protein_coding	-	0.90652	chr8	95269201
ENSG00000156466.9	GDF6	protein_coding	-	0.99555	chr8	96160792
ENSG00000156467.9	UQCRB	protein_coding	-	0.8868	chr8	96235634
ENSG00000156469.8	MTERF3	protein_coding	-	0.98328	chr8	96261610
ENSG00000156471.12	PTDSS1	protein_coding	+	0.97941	chr8	96261715
ENSG00000253105.5	KB-1448A5.1	lincRNA	-	1.0	chr8	96387438
ENSG00000169439.11	SDC2	protein_coding	+	0.99948	chr8	96493351
ENSG00000104324.15	CPQ	protein_coding	+	0.98483	chr8	96645227
ENSG00000272249.1	KB-1958F4.2	antisense	-	1.0	chr8	97133379
ENSG00000270077.1	KB-1958F4.1	sense_intronic	+	1.0	chr8	97144170
ENSG00000180543.4	TSPYL5	protein_coding	-	1.0	chr8	97277964
ENSG00000147649.9	MTDH	protein_coding	+	0.94496	chr8	97644179
ENSG00000104341.16	LAPTM4B	protein_coding	+	0.806	chr8	97775057
ENSG00000243504.1	RPS23P1	processed_pseudogene	+	0.98883	chr8	97865054
ENSG00000132561.13	MATN2	protein_coding	+	0.99132	chr8	97868840
ENSG00000245970.2	KB-1208A12.3	antisense	+	0.93854	chr8	98041851
ENSG00000156482.10	RPL30	protein_coding	-	0.94551	chr8	98046469
ENSG00000177459.10	ERICH5	protein_coding	+	1.0	chr8	98064311
ENSG00000132541.10	RIDA	protein_coding	-	0.99775	chr8	98117241
ENSG00000104356.10	POP1	protein_coding	+	1.0	chr8	98117297
ENSG00000104361.9	NIPAL2	protein_coding	-	0.96433	chr8	98294393
ENSG00000156486.7	KCNS2	protein_coding	+	1.0	chr8	98427022
ENSG00000272321.1	KB-1517D11.4	antisense	+	1.0	chr8	98436669
ENSG00000104375.15	STK3	protein_coding	-	0.97761	chr8	98942827
ENSG00000164920.9	OSR2	protein_coding	+	0.9989	chr8	98944403
ENSG00000253180.1	RP11-410L14.1	processed_pseudogene	-	0.80064	chr8	99003842
ENSG00000253948.1	RP11-410L14.2	lincRNA	-	1.0	chr8	99013044
ENSG00000132549.18	VPS13B	protein_coding	+	0.98894	chr8	99013266
ENSG00000236583.1	AP004290.1	processed_pseudogene	-	0.91318	chr8	99234459
ENSG00000164919.10	COX6C	protein_coding	-	0.95071	chr8	99894062
ENSG00000132554.19	RGS22	protein_coding	-	0.99165	chr8	100131268
ENSG00000156509.13	FBXO43	protein_coding	-	0.97295	chr8	100145800
ENSG00000147669.10	POLR2K	protein_coding	+	0.99899	chr8	100150584
ENSG00000104450.12	SPAG1	protein_coding	+	1.0	chr8	100157906
ENSG00000034677.12	RNF19A	protein_coding	-	0.99277	chr8	100336218
ENSG00000253217.1	KB-1991G8.1	lincRNA	+	1.0	chr8	100337595
ENSG00000186106.11	ANKRD46	protein_coding	-	0.99139	chr8	100559784
ENSG00000174226.8	SNX31	protein_coding	-	0.99454	chr8	100663415
ENSG00000070756.15	PABPC1	protein_coding	-	0.8362	chr8	100722809
ENSG00000260368.1	RP11-521I2.3	sense_overlapping	-	1.0	chr8	100914388
ENSG00000248599.1	FLJ42969	lincRNA	+	1.0	chr8	101052054
ENSG00000261087.1	KB-1460A1.5	lincRNA	-	0.99927	chr8	101169629
ENSG00000120963.11	ZNF706	protein_coding	-	0.96416	chr8	101206193
ENSG00000271882.1	KB-1410C5.5	lincRNA	+	1.0	chr8	101208148
ENSG00000228224.3	NACAP1	transcribed_processed_pseudogene	+	0.91958	chr8	101361794
ENSG00000254024.1	KB-1562D12.1	antisense	-	1.0	chr8	101461617
ENSG00000083307.10	GRHL2	protein_coding	+	0.99641	chr8	101492432
ENSG00000104490.17	NCALD	protein_coding	-	0.98494	chr8	102124907
ENSG00000048392.11	RRM2B	protein_coding	-	0.90758	chr8	102239118
ENSG00000246263.2	UBR5-AS1	antisense	+	1.0	chr8	102239394
ENSG00000253328.2	SUMO2P19	unprocessed_pseudogene	-	1.0	chr8	102242619
ENSG00000272037.1	KB-431C1.5	antisense	+	1.0	chr8	102256392
ENSG00000104517.12	UBR5	protein_coding	-	0.99079	chr8	102412841
ENSG00000155090.14	KLF10	protein_coding	-	0.94562	chr8	102655902
ENSG00000283959.1	KB-1042C11.5	bidirectional_promoter_lncRNA	+	0.9631	chr8	102656464
ENSG00000253669.3	KB-1732A1.1	lincRNA	+	0.98116	chr8	102805517
ENSG00000253320.5	AZIN1-AS1	antisense	+	1.0	chr8	102864911
ENSG00000253263.1	KB-1507C5.3	lincRNA	+	1.0	chr8	102891876
ENSG00000155096.13	AZIN1	protein_coding	-	0.97591	chr8	102893864
